Generator,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
alpha,2.804,2.814,2.819,2.821,2.82,2.817,2.814,2.807,2.798,2.845
hunyuan,3.134,3.205,3.23,3.253,3.248,3.22,3.187,3.153,3.108,3.243
pika,2.564,2.567,2.57,2.571,2.573,2.572,2.566,2.563,2.557,2.621
ray2,2.965,3.036,3.057,3.06,3.043,3.023,3.001,2.971,2.941,3.078
sora,3.366,3.489,3.53,3.55,3.539,3.52,3.481,3.428,3.366,3.518
