Generator,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
alpha,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
hunyuan,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
pika,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
ray2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
sora,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
